epoch,dice_coefficient,learning_rate,loss,mean_iou,pixel_accuracy,val_dice_coefficient,val_loss,val_mean_iou,val_pixel_accuracy
0,0.3923271596431732,9.999999747378752e-05,0.496847540140152,0.348429799079895,0.6420592069625854,0.599806010723114,0.33010607957839966,0.5882729291915894,0.8280727863311768
1,0.446877658367157,9.999999747378752e-05,0.4519732892513275,0.38723254203796387,0.6866006851196289,0.6496790647506714,0.29526835680007935,0.6340891718864441,0.8538269400596619
2,0.45720353722572327,9.999999747378752e-05,0.44361254572868347,0.39399105310440063,0.6919156908988953,0.6746466159820557,0.26658332347869873,0.6468856334686279,0.8650499582290649
3,0.461196631193161,9.999999747378752e-05,0.4390752613544464,0.39736729860305786,0.6949359178543091,0.6677062511444092,0.25906598567962646,0.633217453956604,0.8473544716835022
4,0.46954724192619324,9.999999747378752e-05,0.4310701787471771,0.4056396782398224,0.7030393481254578,0.6916775703430176,0.2491520792245865,0.6538988351821899,0.8622284531593323
5,0.46960508823394775,9.999999747378752e-05,0.43138307332992554,0.40515780448913574,0.7027684450149536,0.6729210615158081,0.26886293292045593,0.6299449801445007,0.8485943675041199
6,0.4690028131008148,9.999999747378752e-05,0.4316249191761017,0.4046146869659424,0.7022191286087036,0.6855286359786987,0.24261189997196198,0.644504189491272,0.8542571067810059
7,0.47306132316589355,9.999999747378752e-05,0.42782795429229736,0.4079420566558838,0.7046929001808167,0.6974731683731079,0.2351732850074768,0.6606231927871704,0.8688246011734009
8,0.4758217930793762,9.999999747378752e-05,0.42501261830329895,0.4109286665916443,0.7074849605560303,0.6949187517166138,0.24303895235061646,0.6518619656562805,0.8647398948669434
9,0.4718083441257477,9.999999747378752e-05,0.4285307824611664,0.40678921341896057,0.7041043639183044,0.7092190980911255,0.2387496829032898,0.6697932481765747,0.8730117678642273
10,0.4781952500343323,9.999999747378752e-05,0.4228690564632416,0.4122057259082794,0.7081900238990784,0.7166999578475952,0.2262021005153656,0.679234504699707,0.8781988024711609
11,0.47568851709365845,9.999999747378752e-05,0.4250212013721466,0.4110235571861267,0.707718551158905,0.6955211162567139,0.23218058049678802,0.6575032472610474,0.8631396293640137
12,0.4734169840812683,9.999999747378752e-05,0.42641782760620117,0.4087411165237427,0.7060173749923706,0.712647557258606,0.2326190173625946,0.6730570793151855,0.8763160109519958
13,0.4824817478656769,9.999999747378752e-05,0.4192087948322296,0.41582804918289185,0.7123100161552429,0.7140209674835205,0.22939464449882507,0.6731088757514954,0.8731378316879272
